ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source,Keywords_HA,Confidence
TAX_479,tin_registration,Where do I find my tax number?,"Find your TIN on your NIN slip, previous tax receipts, FIRS correspondence, or by checking tin.jtb.gov.ng using your NIN or BVN.",A ina zan samu yawan kuɗin da zan biya na?,"Sa'ad da yake magana game da matsayinsa na bawan nan mai aminci, mai hikima, ya rubuta: ""Ka yi amfani da kuɗin da kake da shi don ka taimaka wa mutane.","TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","Sa'ad, magana, matsayinsa, bawan, aminci,",HIGH
TAX_480,paye,Is income tax deducted automatically?,"Yes. Through the PAYE system, your employer automatically deducts income tax from your gross salary every month before remitting to your State IRS. No action is required from you.",Shin za ka iya ce a ba su kuɗin bayan ka rasu?,"Hakika, ba za ka bukaci yin aiki a hanyar da za ta nuna cewa kana son ka yi amfani da shi a hanyar da ta dace ba.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","Hakika,, bukaci, hanyar, amfani, hanyar",HIGH
TAX_481,paye,Do employers handle tax payments?,"Yes. Employers are legally responsible for calculating, deducting, and remitting PAYE on behalf of their employees to the relevant State IRS by the 10th of each following month.",Masu karɓan haraji suna amfani da haraji kuwa?,"Hakika, ana amfani da su ne don a ambata ko kuma a yi wasu gyare - gyare, kuma a saka a cikin ma'aikata a cikin ma'aikata da aka yi amfani da su a ranar 10 ga wata.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","Hakika,, amfani, ambata, gyare, gyare,",HIGH
TAX_482,paye,Why is tax removed from salary?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,Me ya sa ake biyan haraji?,AGBOR 7 (Turanci),"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","AGBOR, (Turanci)",REVIEW_NEEDED
TAX_483,paye,Can I opt out of PAYE?,No. PAYE is mandatory for all employees. It cannot be opted out of. Only truly self-employed individuals without an employer pay tax differently through Direct Assessment.,Za ka iya tsai da shawarar daina aiki?,A'a. Ba a tilasta wa dukan ma'aikata su biya haraji a hanyar da ba ta dace ba.,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","tilasta, dukan, ma'aikata, haraji, hanyar",HIGH
TAX_484,paye,How do I verify salary deductions?,"Request a detailed payslip from HR, compare PAYE deductions against online calculators, or visit your State IRS with your TIN to verify that your PAYE is being remitted correctly.",Ta yaya zan yi amfani da su wajen yin jinya?,"Don ka ba da cikakken bayani game da yadda za ka yi amfani da shi, ka dubi taswira da aka rubuta a ciki, ko kuma ka ziyarci ofishin reshe na Shaidun Jehobah da ke ƙasarku don ka samu ƙarin bayani game da yadda za ka yi gyara.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","cikakken, bayani, yadda, amfani, taswira",HIGH
TAX_485,paye,Is PAYE the same globally?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,Kana sha'awar dukan duniya kuwa?,AGBOR 7 (Turanci),"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","AGBOR, (Turanci)",REVIEW_NEEDED
TAX_486,paye,Do all jobs have PAYE?,"All formal employment relationships have PAYE. Informal/cash-in-hand jobs may not, but the income is still taxable. Self-employed persons pay through Direct Assessment instead.",Kowane irin aiki ne ake yi?,"Kowace dangantaka tana da ƙarfi sosai, amma aikin da ake yi ba zai yi nasara ba. Duk da haka, aikin ma'aikata masu aiki a kai a kai ya dangana ne a kan inda suke.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","Kowace, dangantaka, ƙarfi, sosai,, aikin",HIGH
TAX_487,paye,What happens if PAYE is incorrect?,"If PAYE is incorrectly calculated, inform your employer's HR/payroll department immediately. If unresolved, file a complaint with your State IRS. You are entitled to a refund for excess deductions.",Mene ne zai iya faruwa idan ka yi rashin biyayya ga Jehobah?,"Idan an yi fushi, ba da daɗewa ba, rahoton ya ba da rahoto game da cin hanci da rashawa. Idan ba a yi gunaguni ba a gaban hukuma, sai a tuna da aikin da aka yi.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","fushi,, daɗewa, rahoton, rahoto, hanci",HIGH
TAX_488,paye,Can I get refund on PAYE?,"Yes. Apply to your State IRS for a PAYE refund if excess tax was deducted. Provide payslips, employer's PAYE schedule, and your TIN. Refunds should be processed within 90 days.",Shin za ka ba da kuɗin ne?,"Hakika, ta wajen yin amfani da na'urar motsa jiki da ake amfani da su wajen biyan haraji, biyan haraji, da kuma biyan bukatun rayuwa na yau da kullum.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","Hakika,, wajen, amfani, na'urar, motsa",HIGH
TAX_489,paye,Who ensures PAYE is correct?,The State Internal Revenue Service monitors PAYE compliance. Employers must file monthly PAYE returns. Employees can also verify their PAYE records through their State IRS using their TIN.,"Kuma wãne ne ya tabbatar da kai cewa lalle ne shi, Mai yawan kyauta ne?",Ana amfani da wannan mai kula da wasan kwaikwayo na zamani a ƙarƙashin ja - gorancin Watch Tower Bible and Tract Society of Pennsylvania. Ana iya yin amfani da waɗannan littattafan ta wajen yin amfani da su wajen yin amfani da waɗannan littattafan.,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","amfani, wannan, wasan, kwaikwayo, zamani",HIGH
TAX_490,personal_income_tax,What is taxable income?,"Taxable income is your total income from all sources minus allowable deductions (pension, NHF, NHIS, rent relief, and life insurance premiums). Tax applies only to this net figure.",Mecece dukiya da ba ta dace ba ta ƙunsa?,"Ko da yake kuɗin da suke samu ba shi ne kuɗin da ake kashewa ba, amma yawan kuɗin da ake kashewa ne.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","kuɗin, kuɗin, kashewa, yawan, kuɗin",HIGH
TAX_491,personal_income_tax,How much tax should I pay?,"Calculate: Total income minus allowable deductions = Chargeable income. Apply progressive rates: 0% first N800k, 15% next N2.2m, 18% next N9m, 21% next N13m, 23% next N25m, 25% above N50m.",Ina ya kamata in biya kuɗin da zan biya?,"KAMAR yadda aka rubuta a sama, kashi 57 bisa ɗari bisa ɗari na kuɗin da aka ba da, kashi 57 bisa ɗari bisa ɗari na waɗanda suka shige, kashi 57 bisa ɗari bisa ɗari na waɗanda suke da rai, wato, kashi 25 bisa ɗari na adadin mutane da suka shige.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","KAMAR, yadda, rubuta, sama,, kashi",HIGH
TAX_492,personal_income_tax,Do part-time workers pay tax?,Yes. Part-time workers earning above the minimum wage threshold are liable to PIT. Their income is taxed at the same progressive rates as full-time employees.,Aiki na ɗan lokaci yana biyan haraji kuwa?,"Hakika, masu aiki na ɗan lokaci da suke samun kuɗi a bakin ƙofa suna ba da kuɗin da suke samu don yin aiki na cikakken lokaci.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Hakika,, lokaci, samun, bakin, kuɗin",HIGH
TAX_493,personal_income_tax,Is overtime taxed?,Yes. Overtime pay is part of employment income and is taxable under PAYE. It is added to your regular salary in the month it is paid before tax is calculated.,Shin sa'o'i da yawa za su rage lokacin da kake aiki?,"Hakika, kuɗin aiki na sa'o'i da yawa na sa'o'i masu yawa shi ne kuɗin da ake biya na albashi mai tsoka.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Hakika,, kuɗin, sa'o'i, sa'o'i, kuɗin",HIGH
TAX_494,personal_income_tax,Are bonuses taxed?,"Yes. Bonuses and incentives are part of employment income and are subject to PAYE deduction in the month they are paid, at your applicable marginal tax rate.",Kuna iya ba da gudummawar kuɗi ne?,"Hakika, kyautar kuɗi da kuma ƙarfafa ' yan'uwa su yi aiki kuma su ba da haɗin kai ga aikin da ake yi a watan Satumba na shekara ta 33 A.Z., za su biya harajin da aka biya.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Hakika,, kyautar, ƙarfafa, yan'uwa, haɗin",HIGH
TAX_495,personal_income_tax,What income is not taxed?,"Tax-free income includes: minimum wage earnings, pension (approved scheme), military salary, government bond interest, disability compensation (up to N50m), and dividends from government companies.",Wane irin kuɗi ne ba a biyan su?,"Alal misali, kuɗin haraji ya ƙunshi tara kuɗi, biya albashi mai tsoka, haraji, haraji na gwamnati, da sauransu.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","misali,, kuɗin, haraji, ƙunshi, kuɗi,",HIGH
TAX_496,personal_income_tax,Do I pay tax on gifts?,"Generally, gifts received are not taxable in the hands of the recipient. However, if gifts form part of a business arrangement or are regular, they may be assessed as income.",Shin haraji yana da muhimmanci ne a gare ka?,"Ko da yake kyauta da aka ba da ba a biya ba ba ba ce, idan aka ba da kyautar kuɗi a hannun ma'aikatan gwamnati, za su iya rage kuɗin da suke kashewa a kai a kai.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","kyauta, kyautar, hannun, ma'aikatan, gwamnati,",HIGH
TAX_497,personal_income_tax,Is pension taxed?,"Pension income and contributions to an approved pension scheme under the Pension Reform Act are tax-exempt. However, any additional investment income earned may be taxable.",Shin wannan kuɗin yana da kyau ne?,"Ko da yake kuɗin da ake kashewa da kuma ba da rancen kuɗi da aka yi don a yi wani abu mai kyau cikin Dokar, amma kuɗin da ake samu don a sami kuɗin ba za a iya biya su ba.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","kuɗin, kashewa, rancen, cikin, Dokar,",HIGH
TAX_498,personal_income_tax,Are savings taxed?,"Interest earned on savings is subject to Withholding Tax (WHT) at 10%, deducted by the bank. Below a certain threshold, it may be the final tax on that income.",Shin kuɗin da suke da shi yana rage kuɗin da suke kashewa ne?,"Alal misali, a ce wani yana so ya sami kuɗin da yake so, sai ya ce a ba shi kuɗin da zai biya haraji.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","misali,, kuɗin, kuɗin, haraji.",HIGH
TAX_499,personal_income_tax,How do I calculate my tax?,"1. Sum all income. 2. Deduct pension (8% of basic), NHF (2.5%), NHIS, and rent relief (up to N500k). 3. Apply progressive bands: 0% first N800k, 15% next N2.2m, to 25% above N50m.",Ta yaya zan iya lissafa yawan kuɗina?,"Alal misali, kashi 25 bisa ɗari na kuɗin da ake biya, wato, kashi 25 bisa ɗari na kuɗin da ake kashewa, wato, kashi 25 bisa ɗari da rabi bisa ɗari na kuɗin da ake kashewa, wato, kashi 25 bisa ɗari na kuɗin da ake kashewa.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","misali,, kashi, kuɗin, biya,, wato,",HIGH
TAX_500,filing,Do I need to file tax return yearly?,"Yes. Every taxable person must file an annual return by March 31st (individuals) or within 6 months of financial year-end (companies), regardless of whether tax is due or not.",Shin za ka iya ba da kuɗin haraji a kowace shekara?,"Hakika, ya kamata kowanne mutum ya ba da jawabi na shekara shekara shekara kafin ranar 31 ga Maris, 31 ga Maris, ko kuma watanni 6 a gabashin jami'a.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Hakika,, kamata, kowanne, mutum, jawabi",HIGH
TAX_501,filing,What happens if I don't file taxes?,"Failure to file results in: N50,000 penalty (first month), N25,000 per subsequent month, possible audit, estimated tax assessment by the authority, and eventual enforcement action.",Idan ban san haraji ba fa?,"Rashin ba da rahoton sakamakon shi ne: A watan Satumba na shekara ta 2002, za a iya ɗaukan aikin soja da yake yi da muhimmanci da kuma ɗaukan matsayin iko, da kuma zartar da hukuncin kisa.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Rashin, rahoton, sakamakon, watan, Satumba",HIGH
TAX_502,filing,Can I file taxes late?,"Yes, but with penalties. File as soon as possible to minimize the accumulated penalties. The tax authority may also waive penalties if there are valid reasons and tax is fully paid.",Zan iya ba da haraji da sauri kuwa?,"Amma, kafin a biya kuɗin harajin, ma'aikatan gwamnati za su iya ƙyale a biya su duka kuɗin da aka ba su kuma a biya su gabaki ɗaya.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Amma,, kafin, kuɗin, harajin,, ma'aikatan",HIGH
TAX_503,filing,Is online filing safe?,Yes. The FIRS e-filing portal uses secure encryption. Always access it directly at efiling.firs.gov.ng and never share your TIN login details with unauthorized persons.,"Shin, to, kã yi kusa ne?","Alal misali, wata ' yar'uwa mai suna G. A dā tana amfani da hanyar sadarwa don ta tabbata cewa mutane suna da ra'ayin da bai dace ba game da zaman jama'a.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","misali,, yar'uwa, amfani, hanyar, sadarwa",HIGH
TAX_504,filing,How do I know if filing is complete?,"After submission, you receive an acknowledgment receipt with a reference number. Download and keep this receipt as proof of filing. You can also check your filing status on the portal.",Ta yaya zan san ko jawabin yana da muhimmanci?,"Bayan an yi jawabin, za ka iya kira ɗaya daga cikin waɗanda suka halarci taron kuma ka riƙe su a zuciya.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Bayan, jawabin,, cikin, waɗanda, halarci",HIGH
TAX_505,filing,Can I redo my tax filing?,Yes. File an amended return if you need to correct errors or add omitted information. Amendments can be filed within 6 years of the original submission.,Zan iya ba da jawabin haraji kuwa?,"Hakika, idan ana bukatar gyara kuskure ko kuma gyara bayanai, ana iya ba da jawabin a cikin shekaru 6 da suka shige.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Hakika,, bukatar, gyara, kuskure, gyara",HIGH
TAX_506,filing,Do I need documents to file?,"Yes. You need your TIN, income statements, deduction receipts (pension, NHF, NHIS), rent receipts, and bank statements. Business owners need profit/loss accounts and asset schedules.",Shin zan iya rubuta littattafan da za su taimaka mini in yi hakan?,"Hakika, kana bukatar ka kula da lafiyar jikinka, Afirka ta Kudu, U.S.A., da kuma ' yan'uwa daga ƙasashe dabam - dabam.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Hakika,, bukatar, lafiyar, jikinka,, Afirka",HIGH
TAX_507,filing,Who can help me file taxes?,"Qualified tax professionals (chartered accountants, tax consultants registered with CITN), your State IRS, or the FIRS taxpayer support centre can help with filing.",Wane ne zai iya taimaka mini in biya haraji?,"Alal misali, wani mai bincike a ƙasar Amirka ya ce: ""Sa'ad da nake son in yi amfani da kuɗin da nake da shi, ina yin amfani da wannan zarafin don in taimaka wa mutane. ""","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","misali,, bincike, ƙasar, Amirka, ""Sa'ad",HIGH
TAX_508,filing,Is tax filing complicated?,"For employees with only salary income, filing is straightforward using the online portal. It becomes more complex with multiple income sources, business income, or significant investments.",Shin yana da wuya ne a ba da haraji?,"Ga ma'aikata masu aiki da yawa, shiri ba zai kasance da sauƙi ba ga ma'aikata masu yawa.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","ma'aikata, yawa,, shiri, kasance, sauƙi",HIGH
TAX_509,filing,Can I file taxes without income?,Yes. You should still file a nil return if you had no income. Failure to file even a nil return can attract administrative penalties under the NTA 2025.,Zan iya ba da gudummawar kuɗi ba tare da karɓan haraji ba?,"Hakika, kana bukatar ka ba da kyauta mai kyau idan ba ka da isashen kuɗi.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Hakika,, bukatar, kyauta, isashen, kuɗi.",HIGH
TAX_510,compliance,What is tax compliance requirement?,"Requirements include: TIN registration, annual return filing, timely tax payment, record-keeping for 6 years, compliance with WHT deduction rules, and responding to tax authority queries.",Menene ake bukata daga ƙabilar Lawi?,"Waɗanda suke son su yi magana a kan wannan batun suna bukatar su san abin da ya kamata su yi, su kula da kansu, su kula da su, kuma su ba da shawara a kan yadda za a yi amfani da jini a kowace shekara.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","Waɗanda, magana, wannan, batun, bukatar",HIGH
TAX_511,compliance,How do I stay within tax laws?,"Register for TIN, file all returns on time, pay taxes when assessed, deduct and remit WHT correctly, keep records for 6 years, and seek professional advice when unsure about tax obligations.",Ta yaya nake yin amfani da dokokin da aka ba da ta hannun Musa?,"Alal misali, ka yi la'akari da wannan: Sa'ad da aka gwada da kuɗin da kake kashewa, ka yi amfani da shi, ka ajiye shi daidai lokacin da kake da shi, kuma ka ajiye shi daidai lokacin da ba ka san hakkinka ba.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","misali,, la'akari, wannan:, Sa'ad, gwada",HIGH
TAX_512,compliance,Do I need to keep receipts?,"Yes. Receipts are your primary evidence for deductions and expenses. Without receipts, the tax authority can disallow deductions claimed, resulting in higher assessed tax.",Ina bukatar in ajiye wa ' yan'uwana masu bi abin da suke bukata?,"Hakika, kyautar kuɗi ita ce ainihin abin da ake bukata don a yi amfani da su wajen kashe kuɗi da kuma kashe kuɗi.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","Hakika,, kyautar, ainihin, bukata, amfani",HIGH
TAX_513,compliance,What records should I keep?,"Keep: payslips, bank statements, invoices, receipts, contracts, purchase records, pension statements, NHF contribution records, WHT certificates, and all tax returns with acknowledgment receipts.",Waɗanne littattafai ne nake bukatar na yi amfani da su?,"Haɗin kai: Majalisar Ɗinkin Duniya, U.S.A., zane - zane na ' Yan Adam, zane - zane, da kuma wasu littattafai da suka yi daidai da kuɗin da ake kashewa, da kuma dukan kuɗin haraji da aka biya.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","Haɗin, Majalisar, Ɗinkin, Duniya,, U.S.A.,",HIGH
TAX_514,compliance,How long keep financial records?,"At least 6 years under the NTA 2025. For businesses, retain: income statements, expense records, VAT returns, payroll records, asset schedules, and all tax correspondence.",Sau nawa ne aka samo waɗannan littattafan?,"A cikin shekara takwas da ta shige, ' yan kasuwa suna kashe kuɗi sosai, suna adana littattafai na huɗu, wasu kuma suna kashe kuɗi da yawa, wasu kuma suna kula da dukan abubuwan da suka rage a cikin shekaru 20 da suka shige.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","cikin, shekara, takwas, shige,, kasuwa",HIGH
TAX_515,compliance,What is tax audit process?,"Tax audit involves: advance notice to taxpayer, document request, review of financial records and returns, reconciliation meeting, preliminary findings, taxpayer's response, and final assessment if discrepancies found.",Mene ne ya kamata mu yi la'akari da shi sa'ad da aka ce mu yi wani laifi?,"Wani lauyar gwamnatin ta ce: ""Sa'ad da kake ba da shawara game da yadda za ka ba da gudummawa, za ka sami amsar da za ta taimaka maka ka fahimci abin da ake nufi da abin da ake nufi da abin da ba daidai ba.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","lauyar, gwamnatin, ""Sa'ad, shawara, yadda",HIGH
TAX_516,compliance,Can small businesses be audited?,"Yes. Small businesses can be audited, especially if there are discrepancies in returns, cash transactions are significant, or the business is in a high-risk sector. All taxpayers are subject to audit.",Za ka iya cire ƙananan ma'aikata ne?,"Hakika, ' yan kasuwa suna iya zama ' yan kasuwa masu haɗama, musamman ma idan aka yi amfani da su a sana'o'i masu amfani da su wajen yin amfani da su, ko kuma sana'o'i masu tsada.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","Hakika,, kasuwa, kasuwa, haɗama,, musamman",HIGH
TAX_517,compliance,Why do audits happen?,"Audits happen due to: discrepancies in filed returns, lifestyle inconsistency, third-party information, random selection, high-risk industry classification, or failure to file returns altogether.",Me ya sa masanan taurari suke amfani da wannan sunan?,"Wani sanannen ma'aikata da ake kira sanannen ma'aikatan gwamnati ya ce: ""Sa'ad da nake girma, ina yin amfani da kayayyakin fasaha dabam - dabam don buga littattafai ko kuma na'urar buga littattafai ko kuma na'urar buga littattafai ko kuma na'urar buga littattafai.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","sanannen, ma'aikata, sanannen, ma'aikatan, gwamnati",HIGH
TAX_518,compliance,What should I do during audit?,"Cooperate fully, provide all requested documents promptly, engage a tax professional if needed, respond truthfully to all queries, and ensure all documents presented are authentic and accurate.",Mene ne zan yi sa'ad da na ga cewa ina son in zama lauya?,"Ta wajen ba da gudummawa sosai, kowanne littafin kyauta da aka bayar da yardan rai ya gaya wa ma'aikacin ya amsa dukan tambayoyin da aka yi, kuma ya tabbata cewa dukan rubuce - rubucen Littafi Mai Tsarki za su kasance gaskiya, kuma dukansu za su kasance da tsari na gaske.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","wajen, gudummawa, sosai,, kowanne, littafin",HIGH
TAX_519,compliance,How do I respond to audit notice?,"Acknowledge receipt within the stated deadline, engage a tax professional, gather all requested documents, and prepare a detailed response addressing each query raised in the audit notice.",Yaya na ji sa'ad da aka yi gargaɗi da yaren Madagascar?,"Don a ba da cikakken lokaci, ka tuntuɓi lauyar gwamnatin da ke kula da ƙasarku kuma ka yi bincike a kan abin da za ka faɗa a gaba.","compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55","cikakken, lokaci,, tuntuɓi, lauyar, gwamnatin",HIGH
TAX_520,penalties,What happens if I delay tax payment?,"Delay triggers: 10% penalty on unpaid tax, CBN-rate interest charges from due date, escalating enforcement including asset seizure, and eventually court action for persistent defaulters.",Mene ne zai faru idan ba a biya haraji ba?,"Dakatawa da ba daidai ba: biyan haraji ya dangana ne ga yadda ake biyan haraji, yadda ake son a yi a kwanan watan da aka kashe mutum, da kuma yadda aka kashe shi da ƙwazo, da kuma yin shari'a don kada a yi shari'a.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Dakatawa, daidai, biyan, haraji, dangana",HIGH
TAX_521,penalties,Are there penalties for errors?,"Errors through negligence attract penalties and interest. However, honest errors corrected promptly through amended returns are generally treated more leniently than deliberate non-compliance.",Shin akwai wasu dalilai da za su sa mu yi kuskure?,"Ko da yake yin kuskure yana jawo matsaloli da kuma abubuwa da suke sa mutum baƙin ciki, gyara da ake yi ta wurin yin gyara da aka yi da gangan ya fi kyau fiye da yin gyara.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","kuskure, matsaloli, abubuwa, mutum, baƙin",HIGH
TAX_522,penalties,How much is late tax penalty?,"Late filing: N50,000 (first month) + N25,000 (each additional month). Late payment: 10% of unpaid tax + CBN interest rate per annum from the due date.",Yaya yawan haraji da aka yi kwanan nan yake?,"Sai na tsai da shawara cewa zan yi amfani da kuɗin da na samu a ranar 5 ga Mayu, 2000, wato, kuɗin biya na biya kuɗin sabulu.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","shawara, amfani, kuɗin, ranar, Mayu,",HIGH
TAX_523,penalties,Can penalties be reduced?,"Yes. Apply for a penalty waiver citing genuine hardship, first-time offence, or force majeure. Voluntary disclosure before detection also significantly reduces penalty exposure.",Shin za a iya kawar da su ne?,"Hakika, ba laifi ba ne mutum ya yi roƙo na dogon lokaci, na farko, yin laifi, ko kuma na farko kafin ya ba da bayanin abin da ke da muhimmanci.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Hakika,, laifi, mutum, dogon, lokaci,",HIGH
TAX_524,penalties,Is tax evasion illegal?,"Yes. Tax evasion is a criminal offence under the NTA 2025 punishable by fines of up to N10 million and/or imprisonment of up to 5 years, plus repayment of all evaded taxes.",Bikin Tuna Mutuwar Yesu Kuwa?,"Hakika, haraji da kuma haraji da aka yi cikin Dokar da Aka Ba da ta Hannun Musa suna da muhimmanci sosai domin ana kashe fiye da miliyan 20 zuwa miliyan goma na kisan ƙare - dangi, kuma ana kashe kowace shekara a kurkuku.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Hakika,, haraji, haraji, cikin, Dokar",HIGH
TAX_525,penalties,What are consequences of tax fraud?,"Tax fraud consequences: criminal prosecution, fines up to N10 million, imprisonment up to 5 years, public naming and shaming, asset forfeiture, and lifetime ban from government contracts.",Mene ne sakamakon cin hanci da rashawa?,"Saboda haka, a shekara ta 539 K.Z., ana kashe mutane da yawa a kurkuku da kuma a jefa su cikin kurkuku, kuma hakan ya hana su yin wa'azi da yin wa'azi da kuma yin wa'azi.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Saboda, haka,, shekara, K.Z.,, kashe",HIGH
TAX_526,penalties,Can I negotiate penalties?,"Yes. The NTA 2025 allows for penalty waivers and instalment payment arrangements. Approach the tax authority proactively, be transparent, and demonstrate willingness to comply fully.",Zan iya yin kasuwanci kuwa?,"Hakika, kashi 20 bisa ɗari na ƙoƙarce - ƙoƙarcen da mutum ya yi na ɗan lokaci da kuma biyan bukatun iyalinsa ya nuna cewa yana son ya yi abin da ya dace.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Hakika,, kashi, ƙoƙarce, ƙoƙarcen, mutum",HIGH
TAX_527,penalties,What if I can't pay tax?,"Penalties under the NTA 2025 include: N50,000 for the first month of late filing, N25,000 per subsequent month, 10% penalty for failure to deduct WHT, and imprisonment for tax evasion.",Idan ban iya biyan haraji ba fa?,"Sa'ad da nake ba da jawabin, kashi 70 bisa ɗari bisa ɗari na ' yan mishan sun haɗa da kashi 70 bisa ɗari na Dokar da Aka Ba da ta Hannun Musa.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Sa'ad, jawabin,, kashi, mishan, kashi",HIGH
