ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source
TAX_505,filing,Can I redo my tax filing?,Yes. File an amended return if you need to correct errors or add omitted information. Amendments can be filed within 6 years of the original submission.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_506,filing,Do I need documents to file?,"Yes. You need your TIN, income statements, deduction receipts (pension, NHF, NHIS), rent receipts, and bank statements. Business owners need profit/loss accounts and asset schedules.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_507,filing,Who can help me file taxes?,"Qualified tax professionals (chartered accountants, tax consultants registered with CITN), your State IRS, or the FIRS taxpayer support centre can help with filing.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_508,filing,Is tax filing complicated?,"For employees with only salary income, filing is straightforward using the online portal. It becomes more complex with multiple income sources, business income, or significant investments.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_509,filing,Can I file taxes without income?,Yes. You should still file a nil return if you had no income. Failure to file even a nil return can attract administrative penalties under the NTA 2025.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_510,compliance,What is tax compliance requirement?,"Requirements include: TIN registration, annual return filing, timely tax payment, record-keeping for 6 years, compliance with WHT deduction rules, and responding to tax authority queries.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_511,compliance,How do I stay within tax laws?,"Register for TIN, file all returns on time, pay taxes when assessed, deduct and remit WHT correctly, keep records for 6 years, and seek professional advice when unsure about tax obligations.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_512,compliance,Do I need to keep receipts?,"Yes. Receipts are your primary evidence for deductions and expenses. Without receipts, the tax authority can disallow deductions claimed, resulting in higher assessed tax.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_513,compliance,What records should I keep?,"Keep: payslips, bank statements, invoices, receipts, contracts, purchase records, pension statements, NHF contribution records, WHT certificates, and all tax returns with acknowledgment receipts.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_514,compliance,How long keep financial records?,"At least 6 years under the NTA 2025. For businesses, retain: income statements, expense records, VAT returns, payroll records, asset schedules, and all tax correspondence.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_515,compliance,What is tax audit process?,"Tax audit involves: advance notice to taxpayer, document request, review of financial records and returns, reconciliation meeting, preliminary findings, taxpayer's response, and final assessment if discrepancies found.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_516,compliance,Can small businesses be audited?,"Yes. Small businesses can be audited, especially if there are discrepancies in returns, cash transactions are significant, or the business is in a high-risk sector. All taxpayers are subject to audit.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_517,compliance,Why do audits happen?,"Audits happen due to: discrepancies in filed returns, lifestyle inconsistency, third-party information, random selection, high-risk industry classification, or failure to file returns altogether.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_518,compliance,What should I do during audit?,"Cooperate fully, provide all requested documents promptly, engage a tax professional if needed, respond truthfully to all queries, and ensure all documents presented are authentic and accurate.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_519,compliance,How do I respond to audit notice?,"Acknowledge receipt within the stated deadline, engage a tax professional, gather all requested documents, and prepare a detailed response addressing each query raised in the audit notice.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_520,penalties,What happens if I delay tax payment?,"Delay triggers: 10% penalty on unpaid tax, CBN-rate interest charges from due date, escalating enforcement including asset seizure, and eventually court action for persistent defaulters.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_521,penalties,Are there penalties for errors?,"Errors through negligence attract penalties and interest. However, honest errors corrected promptly through amended returns are generally treated more leniently than deliberate non-compliance.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_522,penalties,How much is late tax penalty?,"Late filing: N50,000 (first month) + N25,000 (each additional month). Late payment: 10% of unpaid tax + CBN interest rate per annum from the due date.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_523,penalties,Can penalties be reduced?,"Yes. Apply for a penalty waiver citing genuine hardship, first-time offence, or force majeure. Voluntary disclosure before detection also significantly reduces penalty exposure.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_524,penalties,Is tax evasion illegal?,"Yes. Tax evasion is a criminal offence under the NTA 2025 punishable by fines of up to N10 million and/or imprisonment of up to 5 years, plus repayment of all evaded taxes.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_525,penalties,What are consequences of tax fraud?,"Tax fraud consequences: criminal prosecution, fines up to N10 million, imprisonment up to 5 years, public naming and shaming, asset forfeiture, and lifetime ban from government contracts.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_526,penalties,Can I negotiate penalties?,"Yes. The NTA 2025 allows for penalty waivers and instalment payment arrangements. Approach the tax authority proactively, be transparent, and demonstrate willingness to comply fully.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_527,penalties,What if I can't pay tax?,"Penalties under the NTA 2025 include: N50,000 for the first month of late filing, N25,000 per subsequent month, 10% penalty for failure to deduct WHT, and imprisonment for tax evasion.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_528,penalties,Do penalties increase over time?,Yes. Late filing penalties continue to accrue monthly. Interest on unpaid tax accumulates daily at the CBN rate. The total amount owed can grow significantly if left unresolved.,,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_529,penalties,Can I appeal tax decisions?,"Yes. You have 30 days from receiving an assessment to object. If objection fails, appeal to the Tax Appeal Tribunal within 30 days, and further to the Federal High Court if needed.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_530,vat,What is sales tax?,"Nigeria uses VAT (Value Added Tax) rather than a traditional sales tax. VAT of 7.5% is charged at every stage of the supply chain, with businesses recovering input VAT paid to suppliers.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_531,vat,Is VAT same as sales tax?,They are similar but different. VAT is charged at every production stage with input tax recovery; sales tax is usually charged only at final sale. Nigeria uses VAT at 7.5%.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_532,vat,Who charges VAT?,VAT-registered businesses (those with annual turnover above N25m or voluntary registrants) must charge VAT on their taxable supplies to customers.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_533,vat,Are services taxed?,"Yes. Most services provided in Nigeria are subject to 7.5% VAT. Exemptions apply to medical services, educational tuition, financial services (on money), and shared passenger transport.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_534,vat,What items are VAT free?,"VAT-free (exempt): land, buildings, money, government licences, military equipment, baby products, shared road transport. Zero-rated (0% VAT): food, medicine, education, electricity, exports.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_535,vat,Do online purchases include VAT?,Online purchases of taxable goods and services attract 7.5% VAT. Foreign digital services sold to Nigerian customers by non-resident suppliers are also subject to VAT under the NTA 2025.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_536,vat,How is VAT added?,"VAT is calculated as 7.5% of the taxable value of the supply and must be shown separately on your VAT invoice. E.g., goods worth N10,000 + N750 VAT = N10,750 total.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_537,vat,When is VAT paid?,VAT is paid by the consumer at the point of purchase. VAT-registered businesses collect and remit it to FIRS by the 21st of the following month.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_538,vat,Do I need to register for VAT?,Mandatory if turnover exceeds N25m annually. Voluntary registration is allowed below this threshold. Registration is done at any FIRS office or through the FIRS online portal.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_539,vat,Can businesses reclaim VAT?,Yes. VAT-registered businesses can claim input VAT credits for VAT paid on business-related purchases. The net VAT payable to FIRS = Output VAT collected minus Input VAT paid.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_540,self_employed,Do freelancers need to pay taxes?,"Yes. Freelancers are self-employed individuals subject to PIT. Register for Direct Assessment with your State IRS, declare all income annually, and pay by March 31st.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_541,self_employed,How do I report freelance income?,"Include all freelance income in your annual PIT return. If paid in foreign currency, convert to Naira at the CBN rate on the date received. Deduct allowable business expenses before calculating tax.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_542,self_employed,Is gig work taxable?,"Yes. All gig economy income (ride-hailing, delivery, freelance platforms, task apps) is taxable as self-employment income. Declare all earnings in your annual return.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_543,self_employed,Do small earnings require tax?,"If total annual income from all sources exceeds the minimum wage threshold (first N800k is taxed at 0%), tax applies to the excess. Even small earnings should be declared.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_544,self_employed,What tax applies to startups?,Registered startups (companies) with turnover below N100m pay 0% CIT. Labelled startups under the Nigeria Startup Act may qualify for additional incentives. All must file returns regardless.,,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_545,self_employed,How do I track my income?,"Keep a simple income record: date, client/source, description, and amount. Use accounting software (Wave, QuickBooks) or a spreadsheet. Reconcile monthly with your bank statement.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_546,self_employed,Do I need tax agent?,"Not mandatory but recommended for complex situations. A registered tax consultant helps ensure accurate filing, maximizes legitimate deductions, and handles audit queries professionally.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_547,self_employed,Is business income taxed differently?,For sole traders: business income is taxed as PIT (progressive rates). For registered companies: CIT applies at 0% (small) or 30% (large). The tax base and treatment differ significantly.,,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_548,self_employed,Do I pay tax on side income?,"Yes. All income from all sources is taxable. Side income from part-time work, freelancing, or business is added to your primary income and taxed at your applicable marginal rate.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_549,self_employed,How do I declare earnings?,"File your annual return at your State IRS (for individuals/sole traders) or FIRS (for companies). Include all income sources, deduct allowable expenses, and pay assessed tax by the deadline.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_550,exemptions,Who qualifies for tax exemption?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_551,exemptions,Are students exempt globally?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_552,exemptions,Do retirees file taxes?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_553,exemptions,What is tax relief benefit?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_554,exemptions,How do exemptions work?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_555,exemptions,What income is excluded from tax?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_556,exemptions,Do charities pay tax?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_557,exemptions,What are allowable deductions?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_558,exemptions,Can I claim dependents?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_559,exemptions,How do I reduce tax legally?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_560,digital_tax,Is online income taxable worldwide?,"Online income taxation varies by country. In Nigeria, all income earned by tax residents (including online income from foreign platforms) is taxable regardless of where it is earned.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_561,digital_tax,Do remote workers pay tax?,Yes. Nigerian tax residents working remotely for foreign companies pay Nigerian PIT on their salary. Foreign employers of Nigerian remote workers do not need to register in Nigeria solely for this.,,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_562,digital_tax,How is crypto taxed?,"Crypto gains are taxable at progressive PIT rates for individuals. Each disposal (sale, exchange, or use) may trigger a taxable gain. Mining income is treated as business income.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_563,digital_tax,Do I report foreign income?,"Yes. Nigerian tax residents must declare all foreign income in their annual return. Income from foreign freelancing, investments, and employment is taxable in Nigeria subject to applicable exemptions.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_564,digital_tax,Is e-commerce taxed?,Yes. E-commerce businesses are taxable. Sole trader e-commerce pays PIT; incorporated e-commerce companies pay CIT. VAT at 7.5% applies to taxable goods and services sold online.,,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_565,digital_tax,Do digital services have tax?,"Yes. Most digital services (streaming, cloud services, software, digital downloads, online advertising) attract 7.5% VAT. Income from providing these services is also taxable as business income.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_566,digital_tax,How are apps taxed?,"App income (from app stores, in-app purchases, subscriptions) is taxable as business income. Nigerian developers pay PIT or CIT on profits. Foreign app platforms are taxed on Nigerian revenue.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_567,digital_tax,Do I pay tax on PayPal income?,Yes. PayPal income is taxable as it represents business or freelance earnings. Convert to Naira at the CBN rate on the date received and declare in your annual PIT return.,,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_568,digital_tax,Is freelancing abroad taxed?,"Yes. If you are a Nigerian tax resident, your freelancing income from abroad is taxable in Nigeria. It must be declared and taxed at your applicable PIT rate after allowable deductions.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_569,digital_tax,How do I declare digital income?,"Include all digital income (AdSense, brand deals, crypto gains, PayPal earnings) in your annual PIT return. Use the 'other income' or 'self-employment income' section. Convert FX to Naira at CBN rate.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_570,personal_income_tax,Do I personally need to pay tax?,"Yes, if you earn income in Nigeria above the minimum wage threshold. Employees pay through PAYE; self-employed persons pay through Direct Assessment. Minimum wage earners are exempt.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_571,personal_income_tax,Am I supposed to pay tax with my income?,Yes. All income-earning Nigerian residents are required to pay PIT. The amount depends on your total annual income. Those earning minimum wage or below pay zero tax.,,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_572,personal_income_tax,Do I owe any tax right now?,"If you are employed, your employer handles PAYE deductions. If self-employed, check if you have filed and paid your annual return. Visit your State IRS with your TIN to check your status.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_573,personal_income_tax,How much tax should I pay from my salary?,"Use progressive bands: 0% on first N800k, 15% on N800k-N3m, 18% on N3m-N12m, etc. Subtract pension and NHF contributions first. Monthly PAYE = annual tax divided by 12.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_574,personal_income_tax,Is my salary too small to be taxed?,"Persons earning at or below the National Minimum Wage are exempt from PIT under the NTA 2025. If you earn just slightly above, only the amount above the threshold attracts tax.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_575,personal_income_tax,Will they tax my allowance too?,"Yes. Most employment allowances (housing, transport, meal) are included in taxable income. Only specific non-cash benefits like uniforms and tools may be excluded.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_576,personal_income_tax,Do I pay tax if I earn little money?,"If your total annual income is N800,000 or less, you pay 0% tax. Persons earning the National Minimum Wage or below are completely exempt from PIT.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_577,personal_income_tax,Is my side income taxable?,"Yes. All income from all sources must be declared and is taxable. This includes side businesses, freelance work, rental income, and online earnings.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_578,personal_income_tax,Do I have to declare all my income?,"Yes. Under the NTA 2025, all taxable persons must declare total income from all sources in their annual return. Non-disclosure is tax evasion, a criminal offence.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_579,personal_income_tax,What part of my income is taxable?,"Your chargeable income = Gross Income minus statutory deductions (pension 8%, NHF 2.5%, NHIS, rent relief N500k max). Tax applies only to the chargeable income amount.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_580,paye,Why is tax removed from my salary?,Tax is deducted from your salary through PAYE to make tax collection easier and ensure the government receives revenue throughout the year rather than in one lump sum.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_581,paye,Why is my salary smaller after deductions?,"Your take-home is smaller because of statutory deductions: PAYE (income tax), Pension (8%), NHF (2.5%), NHIS, and any company-specific deductions. All these are required by law.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_582,paye,How do I know if my PAYE is correct?,Check your monthly payslip for the tax deduction. Compare it against your annual salary using the FIRS PAYE calculator or the Fourth Schedule tax bands in the NTA 2025.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_583,paye,Can I stop my employer from deducting tax?,No. PAYE deduction is a legal obligation. Your employer has no choice but to deduct and remit. Requesting them to stop is asking them to break the law.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_584,paye,Is my employer cheating me on tax?,"Compare your payslip deduction to the tax calculated on your gross income using the NTA 2025 bands. If the figures differ significantly, contact your State IRS or a tax professional for advice.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_585,paye,How much PAYE should be deducted from me?,"Use progressive bands: 0% on first N800k annually, 15% on next N2.2m, 18% on next N9m, 21% on next N13m, 23% on next N25m, 25% above N50m. Monthly PAYE = annual tax / 12.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_586,paye,Can I get refund from excess PAYE?,"Yes. If excess PAYE was deducted, apply for a refund from your State IRS within 6 years with evidence of your tax payments and a completed refund application form.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_587,paye,Why is my tax so high this month?,"Your tax may be higher if you received a bonus, commission, or lump-sum payment this month. These are added to your monthly salary before tax is calculated.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_588,paye,Can I see breakdown of my tax?,Yes. Your employer must provide a detailed payslip showing all deductions. You can also request a Deduction of Tax at Source (DTS) certificate from your employer annually.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_589,paye,Who do I complain to about PAYE?,"Complain to your State Internal Revenue Service (e.g., KIRS, LIRS, BIRS). If no resolution, escalate to the Tax Ombudsman established under the NTA 2025.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_590,tin_registration,Do I need a TIN before I start work?,Yes. Your employer needs your TIN to process PAYE. Register before your first payslip to ensure your tax deductions are properly credited to your account.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_591,tin_registration,Can I work without a TIN?,"Technically you can work, but your employer cannot properly remit your PAYE without a TIN. You also risk penalties and inability to access government services. Register immediately.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_592,tin_registration,How do I register my own TIN?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_593,tin_registration,Is TIN registration stressful?,No longer. The JTB online portal (tin.jtb.gov.ng) has simplified TIN registration significantly. Most people complete it in under 10 minutes with just their NIN.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_594,tin_registration,Can someone do TIN for me?,"Yes. An authorized agent (accountant, tax consultant) can register TIN on your behalf with a signed authority letter. Ensure the agent is legitimate to protect your personal information.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_595,tin_registration,Do I need to go to office for TIN?,No. TIN registration is fully available online at tin.jtb.gov.ng. Office visits are only needed for complex cases or corrections that require document verification.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_596,tin_registration,What if I never registered for TIN?,"Register now immediately. There may be a penalty for late registration, but proactive compliance reduces your exposure. Visit tin.jtb.gov.ng or your nearest State IRS office.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_597,tin_registration,Will they penalize me for no TIN?,"Yes. Under the NTA 2025, failure to register for a TIN attracts a penalty of N50,000 for the first month and N25,000 for each subsequent month of default.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_598,tin_registration,Can I use one TIN for two jobs?,Yes. Your single TIN covers all your income sources. Your employers use the same TIN to remit PAYE to your State IRS.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_599,tin_registration,How do I confirm my TIN is valid?,Verify your TIN at tin.jtb.gov.ng or call the FIRS helpline (0700-CALL-FIRS). You can also verify at any FIRS office or State tax office.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_600,filing,Do I have to file tax myself?,"If employed, your employer handles PAYE but you still need to file a self-assessment return annually. If self-employed, you must file your own return by March 31st each year.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
