id,intent,question,answer,keywords,source
TAX_279,tax_filing,Sau nawa ake shigar da haraji?,Ana shigar da rahoton haraji sau ɗaya a kowace shekara.,"sau ɗaya, shekara, rahoto",Nigeria Tax Administration Act 2025
TAX_280,tax_filing,Zan iya gyara kuskuren rahoton haraji?,"Eh, ana iya gyara rahoton haraji idan an gano kuskure bisa bin tsarin hukuma.","gyara, kuskure, rahoto",Nigeria Tax Administration Act 2025
TAX_281,tax_filing,Me ke faruwa idan na makara wajen shigar da haraji?,Za a iya tara mutum ko a saka hukunci bisa dokar haraji.,"makara, tara, hukunci, haraji",Nigeria Tax Administration Act 2025
TAX_282,tax_filing,Menene ake bukata don shigar da haraji?,"Ana bukatar bayanan kuɗin shiga, TIN, da takardun aiki.","TIN, kuɗi, shiga, takarda",Nigeria Tax Administration Act 2025
TAX_283,tax_filing,Shin zan iya shigar da haraji da kaina?,"Eh, mutum zai iya shigar da haraji da kansa ko ta wakili mai lasisi.","kansa, wakili, lasisi, haraji",Nigeria Tax Administration Act 2025
TAX_284,tax_help,Ina zan samu taimako wajen shigar da haraji?,Za ka iya samun taimako daga hukumar haraji ko wakilan haraji masu lasisi.,"taimako, hukumar, wakili, haraji",Nigeria Tax Administration Act 2025
TAX_285,tax_audit,Menene binciken haraji?,Binciken haraji shi ne duba bayanan kuɗi don tabbatar da gaskiya.,"bincike, haraji, gaskiya, kuɗi",Nigeria Tax Administration Act 2025
TAX_286,tax_audit,Me ke jawo binciken haraji?,Kuskure ko rashin daidaito a rahoton haraji na iya jawo bincike.,"kuskure, bincike, rahoto",Nigeria Tax Administration Act 2025
TAX_287,tax_audit,Shin binciken haraji na tilas ne?,"Eh, hukumar haraji na da ikon yin bincike a kowane lokaci.","tilas, bincike, hukuma",Nigeria Tax Administration Act 2025
TAX_288,compliance,Menene bin doka ta haraji?,Bin doka yana nufin biyan haraji daidai da dokokin gwamnati.,"bin doka, haraji, gwamnati",Nigeria Tax Act 2025
TAX_289,compliance,Me yasa bin haraji yake da muhimmanci?,Domin yana taimakawa wajen gina ƙasa da samar da ayyukan gwamnati.,"muhimmanci, haraji, ƙasa, gwamnati",Nigeria Tax Act 2025
TAX_290,compliance,Waɗanne hakkoki nake da su a tsarin haraji?,"Kana da hakkin samun bayani, ƙorafi, da adalci daga hukumar haraji.","hakkoki, bayani, ƙorafi, adalci",Nigeria Tax Administration Act 2025
TAX_291,tax_compliance,Shin dole ne in bi duk dokokin haraji?,"Eh, duk mai samun kuɗi dole ya bi dokokin haraji.","dole, doka, kuɗi, haraji",Nigeria Tax Administration Act 2025
TAX_292,record_keeping,Yaya tsawon lokaci ake adana bayanan haraji?,Ana adana bayanan haraji na tsawon shekaru da doka ta kayyade.,"bayanan, shekaru, adana, haraji",Nigeria Tax Administration Act 2025
TAX_293,record_keeping,Shin dole ne in riƙe takardun haraji?,"Eh, wajibi ne a riƙe takardun haraji don tabbatar da gaskiya.","takardu, wajibi, haraji",Nigeria Tax Administration Act 2025
TAX_294,tax_access,Zan iya samun bayanin haraji a kowane lokaci?,"Eh, ana iya samun bayanan haraji ta shafukan gwamnati ko ofisoshin haraji.","bayanai, gwamnati, ofis, haraji",Nigeria Tax Administration Act 2025
TAX_295,tax_system,Yaya tsarin haraji yake aiki?,Tsarin haraji yana tattara kuɗi daga jama'a don ayyukan gwamnati.,"tsari, haraji, jama'a, gwamnati",Nigeria Tax Administration Act 2025
TAX_296,tax_policy,Menene manufar tsarin haraji?,Manufa ita ce samar da kuɗi da tabbatar da adalci a tattara haraji.,"manufa, kuɗi, adalci, haraji",Nigeria Tax Policy Framework 2025
TAX_297,tax_education,Shin ana koyar da haraji a makarantu?,"Eh, ana koyar da asalin tattalin arziki da haraji a wasu makarantu.","makaranta, ilimi, haraji",Nigeria Education Tax Curriculum 2025
TAX_298,penalties,Me ke faruwa idan ba a biya haraji ba?,Za a iya tara mutum ko ɗaukar matakin shari'a.,"tara, shari'a, haraji",Nigeria Tax Administration Act 2025
TAX_299,penalties,Shin akwai hukunci ga rashin biyan haraji?,"Eh, akwai tara da hukunci bisa dokar haraji.","hukunci, tara, haraji",Nigeria Tax Administration Act 2025
TAX_300,tax_general,Me yasa gwamnati ke biyan haraji?,Domin samun kuɗin gudanar da ayyukan gwamnati da ci gaban ƙasa.,"gudanarwa, gwamnati, ci gaba",Nigeria Tax Administration Act 2025
TAX_301,penalties,Zan iya zuwa kurkuku saboda rashin biyan haraji?,"Eh, rashin biyan haraji na iya jawo hukunci mai tsanani ciki har da tara ko ɗaurin kurkuku a wasu lokuta.","rashin biyan, kurkuku, hukunci",Nigeria Tax Administration Act 2025
TAX_302,penalties,Me zai faru idan na jinkirta biyan haraji?,Za a ƙara maka tara ko ƙarin bashi bisa jinkirin biyan haraji.,"jinkiri, tara, bashi",Nigeria Tax Administration Act 2025
TAX_303,penalties,Shin akwai hukunci ga guje wa haraji?,"Eh, guje wa haraji (tax evasion) laifi ne kuma yana da hukunci a doka.","gujewa, evasion, hukunci",Nigeria Tax Act 2025
TAX_304,penalties,Menene mafi yawan hukuncin haraji?,Mafi yawan hukunci shi ne tara kuɗi da ƙarin bashi bisa harajin da ba a biya ba.,"tara, bashi, hukunci",Nigeria Tax Act 2025
TAX_305,penalties,Shin ana iya rage hukuncin haraji?,"Eh, wasu lokuta ana iya rage hukunci idan an biya cikin lokaci ko a yi sulhu.","rage hukunci, sulhu",Nigeria Tax Administration Act 2025
TAX_306,filing,Yaushe ya kamata a shigar da haraji?,Yawanci kafin 31 ga Maris na kowace shekara.,"Maris, filing, shekara",Nigeria Tax Administration Act 2025
TAX_307,filing,Ta yaya zan shigar da haraji?,Za ka iya shigar da haraji ta yanar gizo ko a ofishin hukumar haraji.,"online, ofishin haraji",Nigeria Tax Administration Act 2025
TAX_308,filing,Wadanne bayanai ake bukata don filing?,"Ana bukatar NIN, bayanan albashi da takardun kudin shiga.","NIN, albashi, filing",Nigeria Tax Administration Act 2025
TAX_309,filing,Shin zan iya gyara filing na?,"Eh, ana iya gyara bayanai idan aka gano kuskure.","gyara, kuskure, filing",Nigeria Tax Administration Act 2025
TAX_310,filing,Me zai faru idan ban shigar da haraji ba?,Za a iya tara ka ko hukunta ka bisa doka.,"rashin filing, tara",Nigeria Tax Administration Act 2025
TAX_311,tax_general,Menene manufar haraji?,Haraji yana taimakawa wajen samar da ayyukan gwamnati kamar lafiya da ilimi.,"manufa, ilimi, lafiya",Nigeria Tax Act 2025
TAX_312,tax_general,Me gwamnati ke yi da haraji?,Gwamnati tana amfani da haraji wajen gina kasa da samar da ayyuka.,"gwamnati, gini, ayyuka",Nigeria Tax Act 2025
TAX_313,tax_general,Shin haraji yana taimaka wa al'umma?,"Eh, yana taimakawa wajen samar da ci gaban kasa.","al'umma, ci gaba",Nigeria Tax Act 2025
TAX_314,tax_general,Waye ya kamata ya biya haraji?,Duk wanda yake samun kudin shiga bisa doka.,"kudin shiga, wajibci",Nigeria Tax Act 2025
TAX_315,tax_general,Shin haraji dole ne ga kowa?,"A'a, wasu mutane na da keɓewa bisa doka.","keɓewa, doka",Nigeria Tax Act 2025
TAX_316,self_employed,Shin masu kasuwanci suna biyan haraji?,"Eh, suna biyan haraji bisa ribar kasuwancinsu.","kasuwanci, riba",Nigeria Tax Act 2025
TAX_317,self_employed,Yaya mai sana'a ke lissafin haraji?,Yana cire kashe-kashe daga ribarsa kafin biyan haraji.,"kashe-kashe, riba",Nigeria Tax Act 2025
TAX_318,self_employed,Shin freelance yana biyan haraji?,"Eh, idan yana samun kudin shiga, dole ya biya haraji.","freelance, kudin shiga",Nigeria Tax Act 2025
TAX_319,self_employed,Menene self assessment?,Tsarin da mutum ke lissafa harajin kansa.,"self assessment, lissafi",Nigeria Tax Act 2025
TAX_320,self_employed,Shin mai kasuwanci yana bukatar rajista?,"Eh, rajista tana taimaka wajen bin doka da haraji.","rajista, doka",Nigeria Tax Act 2025
TAX_321,vat,Menene VAT?,VAT haraji ne da ake ƙara wa farashin kaya da sabis.,"VAT, kaya, sabis",Nigeria Tax Act 2025
TAX_322,vat,Waye ke biyan VAT?,Duk mai siyan kaya ko sabis yana biyan VAT.,"VAT, siye",Nigeria Tax Act 2025
TAX_323,vat,Nawa ne VAT a Nijeriya?,Yawanci VAT a Nijeriya kashi 7.5% ne.,"VAT, 7.5%",Nigeria Tax Act 2025
TAX_324,vat,Shin duk kaya suna da VAT?,"A'a, wasu kaya na bukatu na yau da kullum na iya samun keɓewa.","VAT, keɓewa",Nigeria Tax Act 2025
TAX_325,vat,Ta yaya VAT ke aiki?,Ana ƙara VAT a farashin kaya kafin sayarwa.,"farashi, sayarwa",Nigeria Tax Act 2025
TAX_326,exemptions,Waɗanne mutane ba sa biyan haraji?,Wasu tsofaffi da ƙananan masu samun kuɗi na iya samun keɓewa.,"tsofaffi, keɓewa",Nigeria Tax Act 2025
TAX_327,exemptions,Shin ƙungiyoyin agaji suna biyan haraji?,Yawanci ana keɓe ƙungiyoyin agaji daga haraji.,"agaji, keɓewa",Nigeria Tax Act 2025
TAX_328,exemptions,Shin dalibai suna biyan haraji?,Yawanci dalibai ba sa cikin masu biyan haraji.,"dalibai, keɓewa",Nigeria Tax Act 2025
TAX_329,exemptions,Wadanne kaya ake keɓewa daga VAT?,Wasu abinci da magunguna na iya samun keɓewa.,"abinci, magani",Nigeria Tax Act 2025
TAX_330,exemptions,Shin ƙananan kasuwanci suna da rangwame?,Wasu ƙananan kasuwanci na iya samun rangwamen haraji.,"ƙananan kasuwanci, rangwame",Nigeria Tax Act 2025
TAX_331,exemptions,Shin akwai wasu rangwame ko sauƙi a tsarin haraji a Nijeriya?,"Hakika, ana iya samun rangwame ta hanyar wasu manufofi kamar tallafi, kyauta, da kuma rage kaso na haraji ga wasu ayyuka na gwamnati da jama'a.","rangwame, sauƙi, haraji, gwamnati, tallafi","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_332,exemptions,Me ma'aikatan gwamnati ke cewa game da tsarin haraji?,"Rahotanni sun nuna cewa tsarin haraji yana taimakawa tattalin arziki, amma yana buƙatar inganta yadda ake tattara shi da rarraba shi.","ma'aikata, gwamnati, haraji, tattalin arziki, rahoto","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_333,exemptions,Ta yaya mutane ke neman taimako ko jagora kan haraji?,Mutane kan tuntuɓi hukumomin haraji ko cibiyoyin jagora domin samun bayani da shawarwari kan yadda za su biya haraji daidai.,"taimako, jagora, haraji, hukumomi, tuntuɓa","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_334,exemptions,Shin haraji yana da muhimmanci ga ƙasa?,"Eh, haraji yana da muhimmanci saboda yana taimakawa gwamnati wajen samar da ayyukan jama'a kamar lafiya, ilimi, da tsaro.","haraji, muhimmanci, ƙasa, lafiya, ilimi","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_335,exemptions,Wane tasiri haraji ke da shi ga tattalin arziki?,Haraji yana taimakawa wajen ƙarfafa tattalin arziki ta hanyar samar da kuɗin gudanar da ayyukan gwamnati da ci gaba.,"haraji, tattalin arziki, gwamnati, ci gaba, kuɗi","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_336,exemptions,Shin haraji yana shafar rayuwar jama'a?,"Eh, haraji yana shafar rayuwa ta hanyar inganta ko rage ayyukan gwamnati da ake ba jama'a.","haraji, rayuwa, jama'a, gwamnati, ayyuka","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_337,exemptions,Wa ke amfana daga haraji?,"Dukkan jama'a suna amfana daga haraji ta hanyar ayyukan gwamnati kamar makarantu, hanyoyi da asibitoci.","jama'a, haraji, gwamnati, makarantu, asibiti","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_338,digital_tax,Shin akwai haraji a kan harkokin dijital?,"Eh, ana sanya haraji a kan harkokin dijital kamar kasuwancin intanet da sabis na kan layi.","dijital, haraji, intanet, kasuwanci, sabis","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_339,digital_tax,Yaya harajin dijital ke aiki?,Harajin dijital yana shafar kudaden shiga da ake samu daga ayyukan kan layi da kasuwancin intanet.,"haraji, dijital, intanet, kudin shiga, kasuwanci","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_340,digital_tax,Shin dukkan kamfanonin intanet suna biyan haraji?,"Ba duka ba ne, amma manyan kamfanoni masu aiki a ƙasashe daban-daban suna da alhakin biyan haraji.","kamfani, intanet, haraji, duniya, biyan","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_341,digital_tax,Mene ne tushen harajin dijital?,Tushen harajin dijital shi ne kudin shiga da ake samu daga ayyukan intanet da sabis na kan layi.,"haraji, dijital, intanet, kudin shiga, sabis","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_342,digital_tax,Shin gwamnati tana karɓar haraji daga kasuwancin dijital?,"Eh, gwamnati tana karɓar haraji daga kasuwancin dijital domin ƙara kudin shiga na ƙasa.","gwamnati, haraji, dijital, kasuwanci, ƙasa","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_343,digital_tax,Wane irin kasuwanci ke ƙarƙashin harajin dijital?,"Kasuwancin e-commerce, streaming, da sabis na kan layi suna ƙarƙashin harajin dijital.","e-commerce, streaming, dijital, kasuwanci, sabis","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_344,digital_tax,Shin harajin dijital sabon abu ne a Nijeriya?,"Eh, harajin dijital sabon tsari ne da aka ƙara don dacewa da ci gaban fasaha.","haraji, dijital, sabo, fasaha, Nijeriya","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_345,digital_tax,Me ya sa ake sanya haraji a harkokin dijital?,Domin tabbatar da adalci da kuma samun kudaden shiga daga tattalin arzikin intanet.,"haraji, dijital, adalci, intanet, tattalin arziki","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_346,digital_tax,Shin ana bin doka wajen harajin dijital?,"Eh, duk harajin dijital yana bin doka da ka'idojin gwamnati na haraji.","doka, haraji, dijital, gwamnati, ka'ida","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_347,digital_tax,Yaya ake tantance harajin dijital?,Ana tantance shi ne bisa ga kudin shiga da kamfanoni ke samu daga ayyukan kan layi.,"tantance, haraji, dijital, kudin shiga, kamfani","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_348,tax_general,Me ya sa gwamnati ke karɓar haraji?,"Gwamnati na karɓar haraji domin samar da ayyukan jama'a kamar hanyoyi, makarantu da asibitoci.","gwamnati, haraji, jama'a, makaranta, asibiti",Nigeria Tax Act 2025 — General Provisions
TAX_349,tax_general,Me ya sa ake biyan haraji a Nijeriya?,Ana biyan haraji domin tallafawa ci gaban ƙasa da samar da ayyukan jama'a.,"haraji, Nijeriya, ci gaba, ƙasa, jama'a",Nigeria Tax Act 2025 — General Provisions
TAX_350,tax_general,Wane amfani haraji ke da shi ga al'umma?,Haraji yana taimakawa wajen samar da ayyukan gwamnati da inganta rayuwar jama'a.,"haraji, al'umma, gwamnati, rayuwa, jama'a",Nigeria Tax Act 2025 — General Provisions
TAX_351,tax_general,Mene ne haraji?,Haraji kuɗi ne da gwamnati ke karɓa daga jama'a domin gudanar da ayyukan ƙasa.,"haraji, gwamnati, kuɗi, jama'a, ayyuka",Nigeria Tax Act 2025 — General Provisions
TAX_352,tax_general,Me yasa ake biyan haraji?,"Ana biyan haraji domin inganta makarantu, asibitoci, hanyoyi da sauran ayyukan gwamnati.","haraji, makaranta, asibiti, hanya",Nigeria Tax Act 2025 — General Provisions
TAX_353,tax_general,Wanene ke karɓar haraji?,Hukumar haraji ta gwamnati ce ke karɓar haraji daga mutane da kamfanoni.,"hukuma, haraji, gwamnati, kamfani",Nigeria Tax Act 2025 — General Provisions
TAX_354,tax_general,Shin biyan haraji wajibi ne?,"Eh, biyan haraji wajibi ne ga duk wanda dokar haraji ta shafa.","wajibi, haraji, doka",Nigeria Tax Act 2025 — General Provisions
TAX_355,tax_general,Me zai faru idan ban biya haraji ba?,Za a iya ci maka tara ko ɗaukar matakin doka idan ka ƙi biyan haraji.,"tara, doka, rashin biya",Nigeria Tax Act 2025 — General Provisions
TAX_356,tax_general,Wa ke da alhakin biyan haraji?,Duk wanda ke samun kuɗi daga aiki ko kasuwanci yana da alhakin biyan haraji.,"aiki, kasuwanci, kuɗi, haraji",Nigeria Tax Act 2025 — General Provisions
TAX_357,tax_general,Menene amfanin haraji ga ƙasa?,Haraji yana taimakawa wajen gina ƙasa da samar da ayyukan gwamnati.,"amfani, ƙasa, gwamnati",Nigeria Tax Act 2025 — General Provisions
TAX_358,tax_general,Shin kamfanoni ma suna biyan haraji?,"Eh, kamfanoni suna biyan haraji bisa ribar da suka samu.","kamfani, riba, haraji",Nigeria Tax Act 2025 — General Provisions
TAX_359,tax_general,Mene ne tsarin haraji?,Tsarin haraji shi ne yadda gwamnati ke ƙididdige da karɓar haraji.,"tsari, ƙididdiga, haraji",Nigeria Tax Act 2025 — General Provisions
TAX_360,tax_general,Shin haraji iri ɗaya ne ga kowa?,"A'a, haraji na iya bambanta dangane da kuɗin shiga da nau'in aiki.","bambanci, kuɗin shiga, aiki",Nigeria Tax Act 2025 — General Provisions
TAX_361,tin_registration,Mene ne TIN?,TIN lambar rajista ce ta haraji da ke gane mai biyan haraji.,"TIN, rajista, lamba",Nigeria Tax Administration Act 2025
TAX_362,tin_registration,Yaya zan yi rajistar TIN?,Za ka iya yin rajista ta ofishin haraji ko ta yanar gizo.,"rajista, TIN, ofishi, yanar gizo",Nigeria Tax Administration Act 2025
TAX_363,tin_registration,Shin TIN wajibi ne?,"Eh, TIN wajibi ne ga masu aiki da kasuwanci.","TIN, wajibi, kasuwanci",Nigeria Tax Administration Act 2025
TAX_364,tin_registration,A ina zan samu TIN?,Za ka samu TIN daga hukumar haraji ta ƙasa ko jiha.,"TIN, hukuma, haraji",Nigeria Tax Administration Act 2025
TAX_365,tin_registration,Shin TIN yana da kuɗi?,"A mafi yawan lokuta, rajistar TIN kyauta ce.","TIN, kyauta, rajista",Nigeria Tax Administration Act 2025
TAX_366,paye,Mene ne PAYE?,PAYE tsarin haraji ne da ake cirewa daga albashin ma'aikaci.,"PAYE, albashi, ma'aikaci",PAYE Regulations 2025
TAX_367,paye,Wanene ke biyan PAYE?,Ma'aikatan da ke karɓar albashi suna biyan PAYE.,"ma'aikaci, albashi, PAYE",PAYE Regulations 2025
TAX_368,paye,Yaya ake cire PAYE?,Ana cire shi kai tsaye daga albashin wata-wata.,"cire, albashi, wata",PAYE Regulations 2025
TAX_369,paye,Me ake amfani da PAYE?,Ana amfani da shi don tara kuɗin haraji ga gwamnati.,"PAYE, gwamnati, haraji",PAYE Regulations 2025
TAX_370,paye,Shin PAYE wajibi ne?,"Eh, wajibi ne ga duk ma'aikacin da ke samun albashi.","PAYE, wajibi, albashi",PAYE Regulations 2025
TAX_371,personal_income_tax,Mene ne harajin kuɗin shiga?,Harajin kuɗin shiga haraji ne da ake biya daga albashi ko riba.,"kuɗin shiga, albashi, riba",Nigeria Tax Act 2025
TAX_372,personal_income_tax,Wanene ke biyan harajin kuɗin shiga?,Duk wanda ke samun kuɗi daga aiki ko kasuwanci.,"kuɗi, aiki, kasuwanci",Nigeria Tax Act 2025
TAX_373,personal_income_tax,Yaya ake ƙididdige haraji?,Ana ƙididdige shi bisa adadin kuɗin shiga.,"ƙididdiga, kuɗi, shiga",Nigeria Tax Act 2025
TAX_374,personal_income_tax,Shin akwai rangwame a haraji?,"Eh, akwai rangwame ga wasu nau'ikan masu karamin kuɗi.","rangwame, karamin kuɗi",Nigeria Tax Act 2025
TAX_375,personal_income_tax,Me ke rage haraji?,Abubuwan da gwamnati ta amince da su kamar inshora.,"rage, haraji, inshora",Nigeria Tax Act 2025
TAX_376,filing,Yaya ake shigar da haraji?,Ana shigar da haraji ta ofishi ko tsarin yanar gizo.,"shigar, haraji, yanar gizo",Nigeria Tax Administration Act 2025
TAX_377,filing,Lokacin shigar da haraji fa?,Ana yin hakan sau ɗaya a shekara ko bisa ƙa'ida.,"lokaci, shekara, shigar",Nigeria Tax Administration Act 2025
TAX_378,filing,Me nake bukata don shigar da haraji?,"Kana bukatar TIN, bayanan kuɗi da takardu.","TIN, takardu, kuɗi",Nigeria Tax Administration Act 2025
TAX_379,filing,Shin zan iya gyara harajin da na shigar?,"Eh, ana iya gyara idan akwai kuskure.","gyara, kuskure, haraji",Nigeria Tax Administration Act 2025
TAX_380,filing,Me zai faru idan ban shigar da haraji ba?,Za a iya hukunta ka ko ci maka tara.,"tara, hukunci, rashin shigar",Nigeria Tax Administration Act 2025
TAX_381,personal_income_tax,Shin kowa yana biyan haraji daidai?,"A'a, haraji yana bambanta bisa kuɗin shiga da yanayin aiki.","haraji, bambanci, kuɗin shiga",Nigeria Tax Act 2025
TAX_382,personal_income_tax,Wa ke da alhakin biyan haraji?,Duk wanda ke samun kuɗi daga aiki ko kasuwanci yana da alhakin biyan haraji.,"alhaki, aiki, kasuwanci",Nigeria Tax Act 2025
TAX_383,personal_income_tax,Yaya ake ƙididdige haraji?,Ana ƙididdige haraji bisa adadin kuɗin shiga.,"ƙididdiga, kuɗin shiga",Nigeria Tax Act 2025
TAX_384,personal_income_tax,Shin akwai rangwame a haraji?,"Eh, akwai rangwame ga masu ƙaramin kuɗin shiga.","rangwame, ƙaramin kuɗi",Nigeria Tax Act 2025
TAX_385,personal_income_tax,Me ke rage haraji?,Wasu kashe-kashe da gwamnati ta amince da su na iya rage haraji.,"rage haraji, kashe-kashe",Nigeria Tax Act 2025
TAX_386,filing,Yaya ake shigar da haraji?,Ana shigar da haraji ta ofishi ko tsarin yanar gizo.,"shigar, haraji, yanar gizo",Nigeria Tax Administration Act 2025
TAX_387,filing,Sau nawa ake shigar da haraji?,Yawanci ana shigar da haraji sau ɗaya a shekara.,"lokaci, shekara",Nigeria Tax Administration Act 2025
TAX_388,filing,Me nake bukata don shigar da haraji?,"Kana bukatar TIN, bayanan kuɗi da takardu na aiki.","TIN, takardu, kuɗi",Nigeria Tax Administration Act 2025
TAX_389,filing,Shin zan iya gyara harajin da na shigar?,"Eh, ana iya gyara idan aka gano kuskure.","gyara, kuskure",Nigeria Tax Administration Act 2025
TAX_390,filing,Me zai faru idan ban shigar da haraji ba?,Za a iya ci maka tara ko hukunci bisa doka.,"tara, hukunci",Nigeria Tax Administration Act 2025
TAX_391,tin_registration,Mene ne TIN?,TIN lambar rajistar haraji ce da ke gane mai biyan haraji.,"TIN, rajista",Nigeria Tax Administration Act 2025
TAX_392,tin_registration,Yaya zan samu TIN?,Za ka iya yin rajista ta hukumar haraji ko yanar gizo.,"TIN, rajista, yanar gizo",Nigeria Tax Administration Act 2025
TAX_393,tin_registration,Shin TIN wajibi ne?,"Eh, TIN wajibi ne ga masu aiki da kasuwanci.","TIN, wajibi",Nigeria Tax Administration Act 2025
TAX_394,tin_registration,A ina ake samun TIN?,A ofishin hukumar haraji ta ƙasa ko jiha.,"TIN, hukuma",Nigeria Tax Administration Act 2025
TAX_395,tin_registration,Shin rajistar TIN tana da kuɗi?,"A mafi yawan lokuta, rajistar TIN kyauta ce.","TIN, kyauta",Nigeria Tax Administration Act 2025
TAX_396,personal_income_tax,Menene harajin kuɗin shiga?,Harajin kuɗin shiga haraji ne da ake cirewa daga albashi ko riba.,"kuɗin shiga, albashi, riba",Nigeria Tax Act 2025
TAX_397,personal_income_tax,Wa ke biyan harajin kuɗin shiga?,Duk wanda ke samun kuɗi daga aiki ko kasuwanci.,"aiki, kasuwanci, kuɗi",Nigeria Tax Act 2025
TAX_398,personal_income_tax,Yaya ake lissafin haraji?,Ana lissafi bisa jimillar kuɗin shiga.,"lissafi, kuɗin shiga",Nigeria Tax Act 2025
TAX_399,personal_income_tax,Shin akwai rangwame ga haraji?,"Eh, akwai rangwame ga wasu masu ƙaramin kuɗin shiga.","rangwame, ƙaramin kuɗi",Nigeria Tax Act 2025
TAX_400,personal_income_tax,Me ke rage harajin kuɗin shiga?,Wasu halatta kashe-kashe da gwamnati ta amince da su.,"rage haraji, kashe-kashe",Nigeria Tax Act 2025
TAX_401,compliance,Kana cika haraji kuwa?,Cika haraji yana nufin mutum yana bayar da rahoton kuɗin da ya samu kuma yana biya harajin da gwamnati ta kayyade.,"haraji, biyan, rahoto, gwamnati",Nigeria Tax Administration Act 2025
TAX_402,compliance,Ta yaya zan bi dokar haraji?,"Ta hanyar bin ƙa’idojin gwamnati, yin rajistar haraji, da biyan abin da aka ƙayyade a kan lokaci.","dokar, bin, rajista, lokaci",Nigeria Tax Administration Act 2025
TAX_403,compliance,Me ya wajaba ga mai biyan haraji?,Dole ne ya riƙa yin rahoton kuɗin shiga da kuma biyan haraji a kan lokaci.,"wajibi, rahoto, kuɗin shiga, lokaci",Nigeria Tax Administration Act 2025
TAX_404,compliance,Me ya sa haraji yake da muhimmanci?,"Domin yana taimaka wa gwamnati wajen gina hanyoyi, makarantu da asibitoci.","muhimmanci, gwamnati, gine-gine, hidima",Nigeria Tax Administration Act 2025
TAX_405,compliance,Yaushe ake biyan haraji?,"Ana biyan haraji a lokacin da gwamnati ta kayyade, yawanci a ƙarshen shekara.","lokaci, shekara, biyan, gwamnati",Nigeria Tax Administration Act 2025
TAX_406,compliance,Shin ana buƙatar rajistar haraji?,"Eh, kowane mai samun kuɗi dole ne ya yi rajistar haraji.","rajista, wajibi, kuɗi",Nigeria Tax Administration Act 2025
TAX_407,compliance,Me zai faru idan ban biya haraji ba?,Za a iya sanya tara ko hukunci bisa dokar haraji.,"tara, hukunci, rashin biya",Nigeria Tax Administration Act 2025
TAX_408,compliance,Wanene ke karɓar haraji?,Hukumar haraji ta gwamnati ce ke karɓa da sarrafa haraji.,"hukuma, gwamnati, karɓa",Nigeria Tax Administration Act 2025
TAX_409,compliance,Me ake yi da kuɗin haraji?,Ana amfani da shi wajen ayyukan gwamnati kamar lafiya da ilimi.,"kuɗi, amfani, gwamnati",Nigeria Tax Administration Act 2025
TAX_410,compliance,Shin dole ne a biya haraji?,"Eh, haraji wajibi ne ga duk wanda ya cancanta bisa doka.","wajibi, doka, haraji",Nigeria Tax Administration Act 2025
TAX_411,penalties,Me zai faru idan aka ƙi biyan haraji?,Za a iya cin tara ko ɗaukar matakin shari’a.,"tara, shari'a, rashin biya",Nigeria Tax Administration Act 2025
TAX_412,penalties,Shin akwai hukunci ga masu kaucewa haraji?,"Eh, akwai tara mai tsanani da hukunci daga gwamnati.","hukunci, tara, kaucewa",Nigeria Tax Administration Act 2025
TAX_413,penalties,Me ake nufi da kaucewa haraji?,Shi ne rashin bayyana ko biyan harajin da ya kamata.,"kaucewa, rashin biya, bayyana",Nigeria Tax Administration Act 2025
TAX_414,penalties,Shin ana iya rufe kasuwanci saboda haraji?,"Eh, idan aka yi watsi da biyan haraji na tsawon lokaci.","kasuwanci, rufewa, lokaci",Nigeria Tax Administration Act 2025
TAX_415,penalties,Me hukunci mafi tsanani ga haraji?,Tara mai yawa ko ɗaurin kurkuku bisa doka.,"kurkuku, tara, hukunci",Nigeria Tax Administration Act 2025
TAX_416,vat,Menene VAT?,VAT haraji ne da ake ƙara wa kaya da sabis.,"VAT, kaya, sabis",Nigeria VAT Act 2025
TAX_417,vat,Wane ne ke biyan VAT?,Masu siyan kaya ko sabis ne ke ɗaukar VAT.,"VAT, masu siya, sabis",Nigeria VAT Act 2025
TAX_418,vat,Yaya VAT yake aiki?,Ana ƙara ƙimar haraji a kan farashin kaya ko sabis.,"VAT, farashi, ƙari",Nigeria VAT Act 2025
